location,latitude,longitude,post,country,water,water_name,city_slug,water_name_slug,is_2020,city,bfsnum,population,buildings,streets,intersects,pop_group_proj,pop_group_rip,streets_rank,buildings_rank
Sitter_St.Gallen_JennyA,47.4102424,9.320376,9014,CH,r,Sitter,st-gallen,sitter,False,St. Gallen,3203,75833,34685.373,34835.709,0,3,6,3,3
sitter_stgallen_steinbrunnerf,47.4332917,9.3580747,9000,CH,r,Sitter,st-gallen,sitter,False,St. Gallen,3203,75833,6401.859,18587.994,0,3,6,3,3
sorne_birse_WWFJura,47.3709868,7.3609099,2800,CH,r,Birs,delemont,birs,False,Delémont,6711,12682,54396.804,48412.45,0,2,6,0,1
Späckmatt,47.223749,7.576711,4542,CH,r,Aare,luterbach,aare,True,Luterbach,2527,3480,91639.905,73847.096,0,1,4,0,0
Strandbeiz,47.2158617,8.8430984,8645,CH,l,Zurichsee,jona-city,zurichsee,True,Rapperswil-Jona,3340,26999,6301.646,45483.317,4,3,6,1,2
Strandboden-Biel,47.13251,7.233142,2503,CH,l,Bielersee,biel,bielersee,True,Biel/Bienne,371,55159,48855.512,46845.142,4,3,6,3,3
Sundbach strand,46.684386,7.794768,3803,CH,l,Thunersee,beatenberg,thunersee,True,Beatenberg,571,1195,5773.863,32094.217,6,0,2,0,0
Thun Strandbad,46.739939,7.63352,3504,CH,l,Thunersee,thun,thunersee,True,Thun,942,43734,28977.336,26871.189,5,3,6,3,3
thunersee_spiez_meierd_1,46.7044368,7.6578824,3646,CH,l,Thunersee,spiez,thunersee,True,Spiez,768,12812,9602.495,28456.237,3,3,6,0,1
Thur_Schoenenberg_SchaerA,47.5240726,9.1983347,9214,CH,r,Thur,kradolf-schonenberg,thur,False,Kradolf-Schönenberg,4501,3592,105716.369,70533.134,0,1,4,0,0
thur_schwarzenbach_meiliw,47.4467866,9.0638156,9500,CH,r,Thur,wil,thur,False,Wil (SG),3427,23966,66789.938,31772.629,0,3,6,0,2
Tiger duck beach,46.518256,6.582546,1025,CH,l,Lac Léman,saint-sulpice,lac-leman,True,Saint-Sulpice (VD),5648,4668,25919.499,35568.897,1,1,5,0,0
Tolochenaz,46.4975095,6.4828747,1131,CH,l,Lac Léman,tolochenaz,lac-leman,True,Tolochenaz,5649,1933,53951.599,26062.532,2,0,3,0,0
Tschilljus,46.304399,7.580262,3970,CH,r,Rhône,salgesch,rhone,True,Salgesch,6113,1548,4685.255,30348.994,0,0,2,0,0
Töss_Bauma_KurthE,47.3701757,8.8678249,8494,CH,r,Töss,bauma,ti12ss,False,Bauma,297,4965,51701.633,38055.804,0,1,5,0,0
töss_kollbrunn_bürgid,47.4545698,8.77968,8483,CH,r,Töss,zell,ti12ss,False,Zell (ZH),231,6032,41218.419,16984.719,0,2,5,0,0
Töss_Winterthur 2,47.4787073,8.7084264,8406,CH,r,Töss,winterthur,ti12ss,False,Winterthur,230,111851,16363.595,34270.332,0,3,6,3,3
unterdsee_ermatingen_brunkem,47.6726333,9.0812462,8272,CH,l,Untersee,ermatingen,untersee,False,Ermatingen,4646,3455,84404.763,25429.795,0,1,4,0,0
Untertenzen,47.11526,9.25478,8882,CH,l,Walensee,quarten,walensee,True,Quarten,3295,2937,33788.854,42946.531,5,1,4,0,0
urnaesch_urnaesch_meierr,47.3250986,9.2954188,9107,CH,r,Urnäsch,hundwil,urnasch,False,Hundwil,3002,941,13966.481,74121.642,0,0,1,0,0
Versoix,46.289194,6.1705693,1290,CH,l,Lac Léman,versoix,lac-leman,True,Versoix,6644,13432,33440.663,34776.325,5,3,6,0,1
Veveyse,46.461022,6.834983,1800,CH,l,Lac Léman,vevey,lac-leman,False,Vevey,5890,19891,78306.301,36560.999,5,3,6,0,1
Vidy,46.5147155,6.5985884,1007,CH,l,Lac Léman,lausanne,lac-leman,False,Lausanne,5586,139111,22277.876,22376.083,2,3,6,3,3
Vidy ruines,46.516221,6.596279,1007,CH,l,Lac Léman,lausanne,lac-leman,True,Lausanne,5586,139111,33907.382,17529.375,2,3,6,3,3
vierwaldstättersee_weggis_schöberls_1,47.0445321,8.4185689,6353,CH,l,Quatre Cantons,weggis,quatre-cantons,False,Weggis,1069,4369,7610.192,34311.346,0,1,5,0,0
vierwaldstättersee_weggis_schöberls_2,47.043953,8.4173076,6353,CH,l,Quatre Cantons,weggis,quatre-cantons,False,Weggis,1069,4369,6949.984,87018.398,0,1,5,0,0
vierwaldstättersee_weggis_schöberls_3,47.0299566,8.410801,6353,CH,l,Quatre Cantons,weggis,quatre-cantons,False,Weggis,1069,4369,23961.974,43640.59,0,1,5,0,0
Villa Barton,46.22235,6.1525,1202,CH,l,Lac Léman,geneve,lac-leman,True,Genève,6621,201818,65075.045,34002.876,0,3,6,3,3
Vira Gambarogno,46.143343,8.838759,6574,CH,l,Lago Maggiore,gambarogno,lago-maggiore,True,Gambarogno,5398,5192,33466.982,28831.46,17,1,5,0,0
Vira spiaggia left of river,46.1429,8.838407,6573,CH,l,Lago Maggiore,gambarogno,lago-maggiore,True,Gambarogno,5398,5192,35101.65,30816.659,16,1,5,0,0
vorderrhein_disentis_schmidn,46.6982739,8.8578373,7180,CH,r,Vorderrhein,disentis-muster,vorderrhein,False,Disentis/Mustér,3982,2080,2056.336,49488.884,0,0,3,0,0
Walensee_Walenstadt_WyssE,47.1218282,9.2995517,8880,CH,l,Walensee,walenstadt,walensee,True,Walenstadt,3298,5679,19661.243,82775.374,9,2,5,0,0
Weissenau-Neuhaus,46.676583,7.817528,3800,CH,l,Thunersee,unterseen,thunersee,True,Unterseen,593,5751,7772.041,54518.45,11,2,5,0,0
Wycheley,46.74037,8.04864,3855,CH,l,Brienzersee,brienze-be,brienzersee,True,Brienz (BE),573,3092,5120.631,27275.035,11,1,4,0,0
zuerichsee_maennedorf_vanderkaadene,47.254754,8.6875038,8708,CH,l,Zurichsee,mannedorf,zurichsee,False,Männedorf,155,11243,79005.116,24838.377,6,2,6,0,1
zuerichsee_richterswil_benkoem_2,47.2176458,8.6987133,8805,CH,l,Zurichsee,richterswil,zurichsee,True,Richterswil,138,13513,11977.442,32645.577,3,3,6,0,1
zuerichsee_staefa_hennm,47.2346431,8.7698814,8713,CH,l,Zurichsee,stafa,zurichsee,True,Stäfa,158,14497,9791.007,63223.66,4,3,6,0,1
zuerichsee_waedenswil_colomboc_1,47.2195468,8.6919611,8805,CH,l,Zurichsee,richterswil,zurichsee,True,Richterswil,138,13513,21562.022,23412.108,3,3,6,0,1
zuerichsee_zurich_kullg,47.3539573,8.5504743,8008,CH,l,Zurichsee,zurich,zurichsee,False,Zürich,261,415367,59694.916,40029.188,3,3,6,3,3
ZugerseeCholler_Cham_BlarerM,47.1782157,8.4800128,6300,CH,l,Zugersee,zug,zugersee,True,Zug,1711,30542,12719.254,52701.451,0,3,6,1,2
zugersee_Immensee_Guedesd,47.1066869,8.4788812,6344,CH,l,Zugersee,meierskappel,zugersee,False,Meierskappel,1064,1460,1808.45,41262.493,0,0,2,0,0
zulg_steffisburg_schmassmanne,46.7742431,7.6245372,3612,CH,r,Zulg,steffisburg,zulg,False,Steffisburg,939,15709,81626.587,29908.579,0,3,6,0,1
Zürcher Strand,47.3642,8.53742,8002,CH,l,Zurichsee,zurich,zurichsee,True,Zürich,261,415367,161150.408,15690.375,5,3,6,3,3
Zürichsee Feldeggstr BänningerSand,47.3593922,8.5473682,8008,CH,l,Zurichsee,zurich,zurichsee,False,Zürich,261,415367,110718.696,36435.804,7,3,6,3,3
Zürichsee_Küsnachterhorn_Thirkell WhiteJ,47.3176849,8.5768602,8700,CH,l,Zurichsee,kusnacht,zurichsee,True,Küsnacht (ZH),154,14397,61901.617,24338.769,3,3,6,0,1
zürichsee_wollishofen_langendorfm,47.3458899,8.5361545,8038,CH,l,Zurichsee,zurich,zurichsee,True,Zürich,261,415367,90068.38,28741.887,2,3,6,3,3
